EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
5142473,FRESNO CO.,FIVE PTS,04/17/2000,1845,Lightning, , ,0,0,0,0,CA,PST, ,1094269,C,19,HNX,0,0,TRAINED SPOTTER, , , ,5,SW, , ,LANARE,04/17/2000,1859, , , , ,"","Pre-frontal wind caused some power line problems in the Southern San Joaquin Valley although warning criteria were not reached.  Over 2000 customers lost power in the South Valley due to the wind.  Following a vigorous trof passage early on the morning of the 17th rainfall accumulations on the Central and Southern San Joaquin Valley floor were between 1/2 to 1.5".  Late afternoon convective activity through Central California generated what is classed as a low-topped supercell in rural, western Fresno County.  The cell did trigger a tornado vortex signature alarm on the HNX 88D-Radar.  Spotters confirmed a long-lasting funnel (3 vortexes) reaching halfway to the ground right after radar indicated mid-level rotation.  Frequent cloud-to-cloud and cloud-to-ground lightning accompanied this cell as well as hail (1/2-inch diameter; piled 2-3 inches deep) with a path 3-to-4 miles wide from 5.0 miles southwest of Five Points to Lanare (13 miles).  From the Fresno and Madera Ag Commissioners, 10,000+ acres of planted cotton were damaged along with some tomato fields due to hail damage.  Further but difficult to assess damage was also done to area strawberry and cherry crops.  At least 4 vehicle accidents could be attributed to the deep hail and heavy rain.",48
5140010,VENTURA CO.,OJAI,04/18/2000,100,Lightning, , ,0,0,0,0,CA,PST, ,1092963,C,111,LOX,0,0,NEWSPAPER, , , , , , , ,OJAI,04/18/2000,100, , , , ,"","Early in the morning, lightning struck a house in the community of Ojai. The lightning strike left a large hole in the roof, but no injuries were reported.",49
5148202,MARIPOSA CO.,YOSEMITE LODGE,06/25/2000,1455,Lightning, , ,0,4,0,0,CA,PST, ,1096062,C,43,HNX,0,0,PARK/FOREST SERVICE, , , ,17,NE,17,NE,YOSEMITE LODGE,06/25/2000,1455, , , , ,"Afternoon thunderstorms over the high country of Yosemite National Park generated lightning activity.  A lightning strike around 355 PM PDT in the afternoon injured 4 mountain climbers on Cathedral Peak southwest of the Tuolumne Meadows Ranger Station.  One person was directly hit causing serious injury with 3 others affected and sustaining minor injuries.","",50
5156843,KERN CO.,LAKE ISABELLA,08/01/2000,307,Lightning, , ,0,0,0,0,CA,PST, ,1102366,C,29,HNX,0,0,TRAINED SPOTTER, , , ,3,E,3,E,LAKE ISABELLA,08/01/2000,307, , , , ,"Overhead thunderstorm had a lightning strike that started a small fire east of Lake Isabella.  The Kern County Fire Department responded to 13 lightning caused blazes in the Extreme Southern Sierra Nevada and Tehachapi Mountain area between 1 to 4 AM.","",51
5155037,RIVERSIDE CO.,HEMET,08/02/2000,1300,Lightning, , ,0,0,0,0,CA,PST, ,1100757,C,65,SGX,0,0,NEWSPAPER, , , , , , , ,SAN JACINTO,08/02/2000,1330, , , , ,"","Lightning knocked out power and started several fires in the High Desert. About 17,000 customers were affected briefly. Traffic signals were knocked out in Hesperia and a garage and two cars were destroyed by a fire started from a lightning strike on the nearby power pole. Several small fires were also started by lightning strikes in the back country areas near Lake Arrowhead, Big Bear Lake, and Silverwood. Lightning strikes on the beach and in the water along the south San Diego County coast, forced lifeguards to close the beaches briefly.",52
5155036,SAN BERNARDINO CO.,HESPERIA,08/02/2000,1308,Lightning, , ,0,0,50000,0,CA,PST, ,1100757,C,71,SGX,0,0,NEWSPAPER, , , , , , , ,VICTORVILLE,08/02/2000,1340, , , , ,"","Lightning knocked out power and started several fires in the High Desert. About 17,000 customers were affected briefly. Traffic signals were knocked out in Hesperia and a garage and two cars were destroyed by a fire started from a lightning strike on the nearby power pole. Several small fires were also started by lightning strikes in the back country areas near Lake Arrowhead, Big Bear Lake, and Silverwood. Lightning strikes on the beach and in the water along the south San Diego County coast, forced lifeguards to close the beaches briefly.",53
5155038,SAN DIEGO CO.,CORONADO,08/02/2000,1330,Lightning, , ,0,0,0,0,CA,PST, ,1100757,C,73,SGX,0,0,NEWSPAPER, , , , , , , ,MISSION BEACH,08/02/2000,1350, , , , ,"","Lightning knocked out power and started several fires in the High Desert. About 17,000 customers were affected briefly. Traffic signals were knocked out in Hesperia and a garage and two cars were destroyed by a fire started from a lightning strike on the nearby power pole. Several small fires were also started by lightning strikes in the back country areas near Lake Arrowhead, Big Bear Lake, and Silverwood. Lightning strikes on the beach and in the water along the south San Diego County coast, forced lifeguards to close the beaches briefly.",54
5156984,NEVADA CO.,COLEVILLE,08/02/2000,1430,Lightning, , ,0,0,0,0,CA,PST, ,1102179,C,57,REV,0,0,TRAINED SPOTTER, , , , , , , ,COLEVILLE,08/02/2000,1430, , , , ,"Spotter report of lightning-caused fires that threatened homes causing residents to be evacuated.  Highway 395 was closed from Bridgeport to Topaz, California.","",55
5156844,KERN CO.,TEHACHAPI,08/02/2000,1500,Lightning, , ,0,0,10000,0,CA,PST, ,1102367,C,29,HNX,0,0,TRAINED SPOTTER, , , ,2,ESE,2,ESE,TEHACHAPI,08/02/2000,1500, , , , ,"Thunderstorm activity again occurred for many of the desert and mountain areas of Interior Central California. With frequent lightning activity occurring, a lightning strike was reported to have caused a car fire in the Tehachapi area of the Kern County Mountains.  There were no injuries reported.","",56
5156845,FRESNO CO.,CEDAR GROVE,08/03/2000,1345,Lightning, , ,0,0,0,0,CA,PST, ,1102368,C,19,HNX,0,0,PARK/FOREST SERVICE, , , , , , , ,CEDAR GROVE,08/03/2000,1345, , , , ,"Lightning activity in the Kings Canyon National Park led to a power outage in the park.","",57
5155041,SAN BERNARDINO CO.,WRIGHTWOOD,08/15/2000,1300,Lightning, , ,0,0,0,0,CA,PST, ,1100760,C,71,SGX,0,0,NEWSPAPER, , , , , , , ,BIG BEAR LAKE,08/17/2000,1600, , , , ,"","Nineteen brush fires were started by lightning.",58
5155042,RIVERSIDE CO.,ANZA,08/15/2000,1400,Lightning, , ,0,0,0,0,CA,PST, ,1100760,C,65,SGX,0,0,NEWSPAPER, , , , , , , ,CABAZON,08/17/2000,1600, , , , ,"","Nineteen brush fires were started by lightning.",59
5171598,SAN BERNARDINO CO.,TWENTY NINE PALMS,08/24/2000,1315,Lightning, , ,0,0,4000,0,CA,PST, ,1102156,C,71,VEF,0,0,GOVT OFFICIAL, , , , , , , ,TWENTY NINE PALMS,08/24/2000,1315, , , , ,"Lightning struck the Twentynine Palms City Hall causing about four thousand dollars damage. Damage was mainly confined to its electrical system.","",60
5156257,KERN CO.,LAKE ISABELLA,08/28/2000,1540,Lightning, , ,0,0,0,0,CA,PST, ,1102371,C,29,HNX,0,0,TRAINED SPOTTER, , , ,8,E,10,E,TEHACHAPI KERN ARPT,08/28/2000,1740, , , , ,"","Late afternoon convection became active enough to threaten meeting severe weather threshold concerns.  Low pressure centered off the Central California coast advected sub-tropical moisture northward into the Tulare County Mountain and Kern County areas. Although none of the 3 severe weather warnings (two severe thunderstorm warnings and one flash flood warning) verified, radar indicated a band of thunderstorms developed from 8 miles east of Lake Isabella southward to 10 miles east of Tehachapi  by 1600 hours PST (largest concentration of lightning strikes east of Lake Isabella and east of Tehachapi).  Although numerous lightning strikes occurred no severe weather criteria was reported.  Thunderstorm activity diminished by 1800 PST in the eastern portions of Kern County.",61
5174111,FRESNO CO.,HIGHWAY CITY,09/01/2000,410,Lightning, , ,0,1,0,0,CA,PST, ,1103418,C,19,HNX,0,0,NEWSPAPER, , , , , , , ,HIGHWAY CITY,09/01/2000,410, , , , ,"","Convective activity formed and moved over the Central San Joaquin Valley in the wee hours of the morning of the 1st.  Thundershowers caused damage to the drying raisins in the Fresno County area and lightning strikes caused power outages to 6,000 customers in the Madera Ranchos, Oakhurst, Mariposa, and Bear Valley areas.  A pedestrian was injured when struck by lightning at Shaw Avenue and Golden State Blvd in northwest Fresno.  Fresno received 0.32" of rain breaking the record for the date of 0.21" held for 79 years. Many other areas on the Valley floor were less than 0.10" although isolated heavier amounts were received at Madera Ranchos of 0.90" and 0.65" at Clovis. Southern Sierra foothill areas received just over 1/2 inch with 0.35" reported at Tehachapi in the Kern Mountains.",62
5174110,MADERA CO.,OAKHURST,09/01/2000,515,Lightning, , ,0,0,0,0,CA,PST, ,1103418,C,39,HNX,0,0,NEWSPAPER, , , ,12,SSW,12,SSW,OAKHURST,09/01/2000,515, , , , ,"","Convective activity formed and moved over the Central San Joaquin Valley in the wee hours of the morning of the 1st.  Thundershowers caused damage to the drying raisins in the Fresno County area and lightning strikes caused power outages to 6,000 customers in the Madera Ranchos, Oakhurst, Mariposa, and Bear Valley areas.  A pedestrian was injured when struck by lightning at Shaw Avenue and Golden State Blvd in northwest Fresno.  Fresno received 0.32" of rain breaking the record for the date of 0.21" held for 79 years. Many other areas on the Valley floor were less than 0.10" although isolated heavier amounts were received at Madera Ranchos of 0.90" and 0.65" at Clovis. Southern Sierra foothill areas received just over 1/2 inch with 0.35" reported at Tehachapi in the Kern Mountains.",63
5156465,SAN DIEGO CO.,CHULA VISTA,09/07/2000,607,Lightning, , ,0,0,25000,0,CA,PST, ,1102783,C,73,SGX,0,0,BROADCAST MEDIA, , , , , , , ,RAMONA,09/07/2000,1650, , , , ,"","Lightning struck the ground next to a basketball hoop at the Oceanside High School as about 200 students were assembling outside for their sixth period physical education class. Two students closest to where the bolt hit were knocked down and briefly lost consciousness. They later reported sensations that felt like being hit with a rock, needles going through their skin, and their hair being pulled.  Another 100 students standing nearby reported feeling a mild jolt and the hair on their arms and heads standing on end. Lightning occurred throughout San Diego County the entire day, striking several homes and power poles, as well as starting brush and tree fires. Most of the blazes were quickly extinguished by the rainfall.",64
5156464,SAN DIEGO CO.,OCEANSIDE,09/07/2000,1240,Lightning, , ,0,3,0,0,CA,PST, ,1102783,C,73,SGX,0,0,NEWSPAPER, , , , , , , ,OCEANSIDE,09/07/2000,1240, , , , ,"","Lightning struck the ground next to a basketball hoop at the Oceanside High School as about 200 students were assembling outside for their sixth period physical education class. Two students closest to where the bolt hit were knocked down and briefly lost consciousness. They later reported sensations that felt like being hit with a rock, needles going through their skin, and their hair being pulled.  Another 100 students standing nearby reported feeling a mild jolt and the hair on their arms and heads standing on end. Lightning occurred throughout San Diego County the entire day, striking several homes and power poles, as well as starting brush and tree fires. Most of the blazes were quickly extinguished by the rainfall.",65
5161403,SACRAMENTO CO.,ELK GROVE,10/09/2000,1530,Lightning, , ,0,0,150000,0,CA,PST, ,1104078,C,67,STO,0,0,BROADCAST MEDIA, , , , , , , ,ELK GROVE,10/09/2000,1545, , , , ,"","Lightning struck a television antenna, setting the roof ablaze.",66
5162323,FRESNO CO.,FRESNO,10/09/2000,1950,Lightning, , ,0,0,0,0,CA,PST, ,1103706,C,19,HNX,0,0,GENERAL PUBLIC, , , ,9,N,9,N,FRESNO,10/09/2000,2025, , , , ,"","Late evening convection brought numerous reports of locally heavy thundershowers beginning on the west side of the San Joaquin Valley and then moved northeast toward the foothills of the Southern Sierra Nevada. One cell along the south border of Fresno County generated a severe thunderstorm warning with a high reflectivity value but a lack of spotter reports due to time-of-day could not give verification of a severe event. A subsequent report of 4" of snow was received at Huntington Lake at the 7200-foot elevation of Fresno County overnight due to the thunder-snowshower activity. Another report of 4" of snow was received as well from Lodgepole in the Tulare County Mountains.",67
5162322,TULARE CO.,EARLIMART,10/10/2000,1222,Lightning, , ,0,0,0,0,CA,PST, ,1103705,C,107,HNX,0,0,TRAINED SPOTTER, , , ,6,S,6,S,EARLIMART,10/10/2000,1230, , , , ,"","An early season convective rain event did economic damage to the Central and Southern San Joaquin Valley.  Frontal passage with embedded and post-frontal thunderstorms swept through the Central and South San Joaquin Valley beginning around 0900 PST on the 10th. Hanford received 1/3" rain in an hour from a heavy thundershower from 1150 to 1250 PST. Severe weather hail damage occurred on the west side of the San Joaquin Valley in the Fresno and Kings County areas.  Additionally, a 1-mile long, small hail swath in Central Fresno County near Malaga did agricultural damage.  Crops impacted by the hail were lettuce, alfalfa, beans, broccoli, persimmons, raisin, pomegranates, and cotton.  Going back through at least 1922, no Fresno Fair closures had been noted due to adverse weather but the heavy rain on the 10th closed the fair leading to an estimated revenue loss of $200K. Over the 3-day period from the 9th through the 11th, Fresno received 1.22" of rain including a record breaking 0.76" on the 10th.  Ponded water caused numerous flooding problems in and around the City of Fresno. In the Tulare area 0.67" was received during the afternoon of the 10th. The unusually significant, early rain caused damage in the form of ceiling collapses and water damage.",68
5229983,TULARE CO.,VISALIA,01/24/2001,1115,Lightning, , ,0,0,0,0,CA,PST, ,1110626,C,107,HNX,0,0,TRAINED SPOTTER, , , , , , , ,VISALIA,01/24/2001,1115, , , , ,"","In locally heavy rain, pea-size hail and lightning occurred in convective activity in Visalia during frontal passage through the Southern San Joaquin Valley.  Local flooding in urban areas was reported as 24-hour precipitation totals climbed over 1/2" with the frontal passage and shower activity.  Central San Joaquin Valley rainfall totals reached over 1" in a 24-hour period.  Some reports of cold air funnels were received including one southeast of Tipton in the Southern San Joaquin Valley.  Mountain snowfall amounts varied from 20" at Ostrander Lake and Fish Camp and 14" at Tuolumne Meadows within a 24-hour period to 16" at Badger Pass and 15" at Lodgepole in 12 hours.  Only light amounts of snowfall occurred in the Kern County Mountain areas from this weather system.",69
5227915,SONOMA CO.,CENTRAL PORTION,01/25/2001,1200,Lightning, , ,0,1,1000000,0,CA,PST, ,1110277,C,97,MTR,0,0,LAW ENFORCEMENT, , , , , , , ,CENTRAL PORTION,01/25/2001,1200, , , , ,"","",70
5237960,KERN CO.,OILDALE,03/06/2001,1900,Lightning, , ,0,0,0,0,CA,PST, ,1112582,C,29,HNX,0,0,NEWSPAPER, , , , , , , ,OILDALE,03/06/2001,1900, , , , ,"","A fierce thunderstorm flooded numerous streets in Bakersfield and triggered a 2-hour power outage to 2,000 utility customers from a lightning strike in the Oildale area around 1900 PST and another around 1950 PST in west Bakersfield. Flooding impeded traffic in a least 19 different locations from the cloudburst.  This thunderstorm activity ended an inclement weather period of rain and wind for the South San Joaquin Valley that began on the 4th.",71
